INTERGROUP,Anomes,Modal,Empresa,TotVlrFreBru,NFserv.Valor,Servicos.Valor,Armazenagem.Valor,ND.Frete_Bruto,NDC.Valor,ValorFinanceiro
N,2025-jan,RODOVIARIO,INTEC,"223192,8",0,0,0,0,0,"223192,8"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 8.410,24",0,0,0,"8410,24"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$55.382,65",0,0,0,"55382,65"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$712.750,30",0,0,0,"712750,3"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$ 624.124,02",0,0,0,"624124,02"
N,2025-jan,AEREO,FARMA,"34537,83",0,0,0,0,0,"34537,83"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$271.123,10",0,0,0,"271123,1"
N,2025-set,ARMAZENAGEM,FARMA,0,0,"R$44.498,12",0,0,0,"44498,12"
N,2025-set,AEREO,INTEC,"26716,22",0,0,0,0,0,"26716,22"
N,2025-set,AEREO,FARMA,"109247,57",0,0,0,0,0,"109247,57"
N,2025-fev,RODOVIARIO,FARMA,"41284,6",0,0,0,0,0,"41284,6"
N,2025-fev,RODOVIARIO,FARMA,1354,0,0,0,0,0,1354
N,2025-set,AEREO,FARMA,"385,48",0,0,0,0,0,"385,48"
N,2025-set,AEREO,FARMA,"21655,65",0,0,0,0,0,"21655,65"
N,2025-set,AEREO,FARMA,"242072,71",0,0,0,0,0,"242072,71"
N,2025-set,AEREO,FARMA,"68721,48",0,0,0,0,0,"68721,48"
N,2025-fev,RODOVIARIO,FARMA,"51375,74",0,0,0,0,0,"51375,74"
N,2025-set,AEREO,INTEC,"1961,21",0,0,0,0,0,"1961,21"
N,2025-set,AEREO,INTEC,24,0,0,0,0,0,24
N,2025-set,AEREO,FARMA,"26968,67",0,0,0,0,0,"26968,67"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$348.046,90",0,0,0,"348046,9"
N,2025-set,AEREO,INTEC,"55837,25",0,0,0,0,0,"55837,25"
N,2025-set,AEREO,INTEC,"250737,58",0,0,0,0,0,"250737,58"
N,2025-set,AEREO,INTEC,"10923,57",0,0,0,0,0,"10923,57"
N,2025-set,AEREO,FARMA,"7350,06",0,0,0,0,0,"7350,06"
S,2025-set,AEREO,INTEC,"924616,99",0,0,0,0,0,"924616,99"
S,2025-set,AEREO,INTEC,"212555,73",0,0,0,0,0,"212555,73"
S,2025-set,AEREO,INTEC,"81505,08",0,0,0,0,0,"81505,08"
S,2025-set,AEREO,INTEC,24,0,0,0,0,0,24
N,2025-set,AEREO,INTEC,"161,29",0,0,0,0,0,"161,29"
N,2025-set,AEREO,FARMA,"37243,24",0,0,0,0,0,"37243,24"
N,2025-set,AEREO,FARMA,"45401,36",0,0,0,0,0,"45401,36"
N,2025-set,AEREO,FARMA,"241775,66",0,0,0,0,0,"241775,66"
N,2025-set,AEREO,INTEC,"91493,14",0,0,0,0,0,"91493,14"
N,2025-set,AEREO,FARMA,"2424,24",0,0,0,0,0,"2424,24"
N,2025-set,AEREO,INTEC,"35641,69",0,0,0,0,0,"35641,69"
N,2025-set,AEREO,INTEC,"4112,6",0,0,0,0,0,"4112,6"
N,2025-set,AEREO,INTEC,"91313,92",0,0,0,0,0,"91313,92"
N,2025-set,AEREO,FARMA,"93077,5",0,0,0,0,0,"93077,5"
N,2025-fev,RODOVIARIO,FARMA,"146076,55",0,0,0,0,0,"146076,55"
N,2025-set,AEREO,FARMA,"32629,94",0,0,0,0,0,"32629,94"
N,2025-fev,AEREO,FARMA,"1273,73",0,0,0,0,0,"1273,73"
N,2025-set,AEREO,FARMA,"307281,04",0,0,0,0,0,"307281,04"
N,2025-set,AEREO,FARMA,"344,05",0,0,0,0,0,"344,05"
N,2025-set,AEREO,INTEC,"3305,29",0,0,0,0,0,"3305,29"
N,2025-set,AEREO,FARMA,"13009,76",0,0,0,0,0,"13009,76"
N,2025-set,AEREO,FARMA,"385458,52",0,0,0,0,0,"385458,52"
N,2025-set,AEREO,FARMA,"1185,35",0,0,0,0,0,"1185,35"
N,2025-set,RODOVIARIO,INTEC,"21923,21",0,0,0,0,0,"21923,21"
N,2025-set,RODOVIARIO,INTEC,"48286,4",0,0,0,0,0,"48286,4"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 1.991,48",0,0,0,0,"1991,48"
N,2025-set,RODOVIARIO,INTEC,"14201,71",0,0,0,0,0,"14201,71"
N,2025-set,RODOVIARIO,INTEC,"11436,96",0,0,0,0,0,"11436,96"
N,2025-set,RODOVIARIO,FARMA,0,"R$ 13.922,22",0,0,0,0,"13922,22"
N,2025-set,RODOVIARIO,FARMA,"50573,61",0,0,0,0,0,"50573,61"
N,2025-set,RODOVIARIO,INTEC,"85267,64",0,0,0,0,0,"85267,64"
N,2025-set,RODOVIARIO,INTEC,"858628,51",0,0,0,0,0,"858628,51"
N,2025-set,RODOVIARIO,FARMA,0,"R$ 1.324,11",0,0,0,0,"1324,11"
N,2025-set,RODOVIARIO,FARMA,"204657,56",0,0,0,0,0,"204657,56"
N,2025-set,RODOVIARIO,FARMA,"78271,3",0,0,0,0,0,"78271,3"
N,2025-fev,RODOVIARIO,INTEC,"233,4",0,0,0,0,0,"233,4"
N,2025-jan,RODOVIARIO,FARMA,"345185,13",0,0,0,0,0,"345185,13"
N,2025-set,RODOVIARIO,FARMA,"651574,36",0,0,0,0,0,"651574,36"
N,2025-set,RODOVIARIO,FARMA,"237837,44",0,0,0,0,0,"237837,44"
N,2025-set,RODOVIARIO,INTEC,"2055,59",0,0,0,0,0,"2055,59"
S,2025-fev,RODOVIARIO,INTEC,"1516304,2",0,0,0,0,0,"1516304,23"
N,2025-set,RODOVIARIO,FARMA,"198163,8",0,0,0,0,0,"198163,8"
N,2025-set,RODOVIARIO,INTEC,"946,57",0,0,0,0,0,"946,57"
N,2025-set,RODOVIARIO,INTEC,"1689440,3",0,0,0,0,0,"1689440,28"
N,2025-set,RODOVIARIO,INTEC,"104,83",0,0,0,0,0,"104,83"
N,2025-set,RODOVIARIO,INTEC,"10431,04",0,0,0,0,0,"10431,04"
N,2025-set,RODOVIARIO,FARMA,"10580,8",0,0,0,0,0,"10580,8"
N,2025-set,RODOVIARIO,INTEC,"617,35",0,0,0,0,0,"617,35"
N,2025-set,RODOVIARIO,INTEC,"241765,77",0,0,0,0,0,"241765,77"
N,2025-set,RODOVIARIO,FARMA,"511451,55",0,0,0,0,0,"511451,55"
N,2025-set,RODOVIARIO,FARMA,0,"R$ 2.879,14",0,0,0,0,"2879,14"
N,2025-set,RODOVIARIO,FARMA,"429,32",0,0,0,0,0,"429,32"
N,2025-set,RODOVIARIO,INTEC,"25805,83",0,0,0,0,0,"25805,83"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$ 519.434,10",0,0,0,"519434,1"
N,2025-set,RODOVIARIO,INTEC,"58415,46",0,0,0,0,0,"58415,46"
N,2025-set,RODOVIARIO,INTEC,"4648,43",0,0,0,0,0,"4648,43"
N,2025-set,RODOVIARIO,FARMA,"251198,7",0,0,0,0,0,"251198,7"
N,2025-set,RODOVIARIO,FARMA,"89541,45",0,0,0,0,0,"89541,45"
N,2025-set,RODOVIARIO,FARMA,0,"R$144,79",0,0,0,0,"144,79"
N,2025-set,RODOVIARIO,FARMA,"439937,6",0,0,0,0,0,"439937,6"
N,2025-set,RODOVIARIO,FARMA,"160241,47",0,0,0,0,0,"160241,47"
N,2025-jan,RODOVIARIO,FARMA,"12811,99",0,0,0,0,0,"12811,99"
N,2025-set,RODOVIARIO,INTEC,"1682,04",0,0,0,0,0,"1682,04"
N,2025-set,RODOVIARIO,FARMA,"114059,77",0,0,0,0,0,"114059,77"
N,2025-set,RODOVIARIO,INTEC,"95775,5",0,0,0,0,0,"95775,5"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 895,61",0,0,0,0,"895,61"
N,2025-set,RODOVIARIO,INTEC,"35724,73",0,0,0,0,0,"35724,73"
N,2025-set,RODOVIARIO,FARMA,"184,83",0,0,0,0,0,"184,83"
N,2025-set,RODOVIARIO,FARMA,"30167,79",0,0,0,0,0,"30167,79"
S,2025-set,RODOVIARIO,INTEC,"3181707,3",0,0,0,0,0,"3181707,32"
S,2025-set,RODOVIARIO,INTEC,"16158,36",0,0,0,0,0,"16158,36"
S,2025-set,RODOVIARIO,INTEC,0,0,0,0,"753223,04",0,"753223,04"
S,2025-set,RODOVIARIO,INTEC,"527502,12",0,0,0,0,0,"527502,12"
S,2025-set,RODOVIARIO,INTEC,"1534758,8",0,0,0,0,0,"1534758,79"
N,2025-set,RODOVIARIO,INTEC,"442697,69",0,0,0,0,0,"442697,69"
N,2025-set,RODOVIARIO,INTEC,0,"R$129,51",0,0,0,0,"129,51"
N,2025-set,RODOVIARIO,INTEC,"20406,84",0,0,0,0,0,"20406,84"
N,2025-set,RODOVIARIO,FARMA,"21791,76",0,0,0,0,0,"21791,76"
N,2025-set,RODOVIARIO,FARMA,"2981,01",0,0,0,0,0,"2981,01"
N,2025-set,RODOVIARIO,INTEC,"184654,58",0,0,0,0,0,"184654,58"
N,2025-set,RODOVIARIO,INTEC,"82119,4",0,0,0,0,0,"82119,4"
N,2025-set,RODOVIARIO,FARMA,"1523,53",0,0,0,0,0,"1523,53"
N,2025-set,RODOVIARIO,FARMA,0,"R$189,34",0,0,0,0,"189,34"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 2.531,75",0,0,0,0,"2531,75"
N,2025-set,RODOVIARIO,INTEC,"747754,75",0,0,0,0,0,"747754,75"
N,2025-set,RODOVIARIO,INTEC,"68,88",0,0,0,0,0,"68,88"
N,2025-set,RODOVIARIO,FARMA,"1144410,6",0,0,0,0,0,"1144410,58"
N,2025-set,RODOVIARIO,INTEC,"209548,75",0,0,0,0,0,"209548,75"
N,2025-set,RODOVIARIO,FARMA,0,"R$ 2.411,81",0,0,0,0,"2411,81"
N,2025-set,RODOVIARIO,FARMA,"140253,6",0,0,0,0,0,"140253,6"
N,2025-set,RODOVIARIO,INTEC,"213643,42",0,0,0,0,0,"213643,42"
N,2025-set,RODOVIARIO,FARMA,"13422,38",0,0,0,0,0,"13422,38"
N,2025-set,RODOVIARIO,INTEC,0,"R$155,23",0,0,0,0,"155,23"
N,2025-set,RODOVIARIO,INTEC,"47872,35",0,0,0,0,0,"47872,35"
N,2025-set,RODOVIARIO,INTEC,"37629,65",0,0,0,0,0,"37629,65"
N,2025-set,RODOVIARIO,INTEC,"4829,31",0,0,0,0,0,"4829,31"
N,2025-set,RODOVIARIO,FARMA,"192408,74",0,0,0,0,0,"192408,74"
N,2025-set,RODOVIARIO,FARMA,"91433,57",0,0,0,0,0,"91433,57"
N,2025-set,RODOVIARIO,FARMA,"333481,79",0,0,0,0,0,"333481,79"
N,2025-set,RODOVIARIO,INTEC,"77057,73",0,0,0,0,0,"77057,73"
N,2025-set,RODOVIARIO,INTEC,"82140,64",0,0,0,0,0,"82140,64"
N,2025-jan,AEREO,FARMA,"48537,92",0,0,0,0,0,"48537,92"
N,2025-set,RODOVIARIO,FARMA,"355872,76",0,0,0,0,0,"355872,76"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 1.191,34",0,0,0,0,"1191,34"
N,2025-set,RODOVIARIO,INTEC,"818154,48",0,0,0,0,0,"818154,48"
N,2025-set,RODOVIARIO,INTEC,"5417,87",0,0,0,0,0,"5417,87"
N,2025-set,RODOVIARIO,INTEC,"83164,03",0,0,0,0,0,"83164,03"
N,2025-set,RODOVIARIO,INTEC,"58,35",0,0,0,0,0,"58,35"
N,2025-set,RODOVIARIO,INTEC,"201496,81",0,0,0,0,0,"201496,81"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 6.009,76",0,0,0,0,"6009,76"
N,2025-set,RODOVIARIO,INTEC,"345635,34",0,0,0,0,0,"345635,34"
N,2025-set,RODOVIARIO,FARMA,"62811,4",0,0,0,0,0,"62811,4"
N,2025-set,RODOVIARIO,FARMA,"3977,06",0,0,0,0,0,"3977,06"
N,2025-set,RODOVIARIO,INTEC,0,"R$32,10",0,0,0,0,"32,1"
N,2025-set,RODOVIARIO,INTEC,"6035,73",0,0,0,0,0,"6035,73"
N,2025-set,RODOVIARIO,INTEC,"155683,15",0,0,0,0,0,"155683,15"
N,2025-set,RODOVIARIO,INTEC,"105350,2",0,0,0,0,0,"105350,2"
N,2025-set,RODOVIARIO,FARMA,"589607,47",0,0,0,0,0,"589607,47"
N,2025-set,RODOVIARIO,INTEC,"22178,8",0,0,0,0,0,"22178,8"
N,2025-set,RODOVIARIO,INTEC,0,"R$8.750,00",0,0,0,0,8750
N,2025-set,RODOVIARIO,FARMA,"112406,51",0,0,0,0,0,"112406,51"
N,2025-set,RODOVIARIO,FARMA,"483998,24",0,0,0,0,0,"483998,24"
N,2025-jan,AEREO,INTEC,"58530,34",0,0,0,0,0,"58530,34"
N,2025-set,RODOVIARIO,FARMA,"151556,59",0,0,0,0,0,"151556,59"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 2.187,86",0,0,0,0,"2187,86"
N,2025-set,RODOVIARIO,INTEC,"141839,16",0,0,0,0,0,"141839,16"
N,2025-set,RODOVIARIO,FARMA,"2484,74",0,0,0,0,0,"2484,74"
N,2025-set,RODOVIARIO,INTEC,0,"R$216,96",0,0,0,0,"216,96"
N,2025-jan,RODOVIARIO,INTEC,"40868,47",0,0,0,0,0,"40868,47"
N,2025-set,RODOVIARIO,INTEC,"178083,45",0,0,0,0,0,"178083,45"
N,2025-fev,RODOVIARIO,FARMA,"203418,65",0,0,0,0,0,"203418,65"
N,2025-set,RODOVIARIO,INTEC,"302770,68",0,0,0,0,0,"302770,68"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 8.232,69",0,0,0,0,"8232,69"
N,2025-set,RODOVIARIO,INTEC,"46514,76",0,0,0,0,0,"46514,76"
N,2025-set,RODOVIARIO,FARMA,"132732,25",0,0,0,0,0,"132732,25"
N,2025-set,RODOVIARIO,FARMA,"13836,99",0,0,0,0,0,"13836,99"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 4.474,43",0,0,0,0,"4474,43"
N,2025-set,RODOVIARIO,INTEC,"111304,07",0,0,0,0,0,"111304,07"
N,2025-set,RODOVIARIO,INTEC,0,"R$ 3.626,73",0,0,0,0,"3626,73"
N,2025-set,RODOVIARIO,FARMA,"2485,34",0,0,0,0,0,"2485,34"
N,2025-set,RODOVIARIO,FARMA,"194950,39",0,0,0,0,0,"194950,39"
N,2025-set,RODOVIARIO,FARMA,"26225,26",0,0,0,0,0,"26225,26"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$7.536,50",0,0,0,"7536,5"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$175.293,10",0,0,0,"175293,1"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$43.657,43",0,0,0,"43657,43"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 8.410,24",0,0,0,"8410,24"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$9.130,00",0,0,0,9130
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 726.880,81",0,0,0,"726880,81"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$181.546,20",0,0,0,"181546,2"
N,2025-jan,RODOVIARIO,INTEC,"51419,63",0,0,0,0,0,"51419,63"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$204.492,90",0,0,0,"204492,9"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$125.724,70",0,0,0,"125724,7"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$130.448,50",0,0,0,"130448,5"
N,2025-ago,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$391,40",0,0,"391,4"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$232.436,70",0,0,0,"232436,7"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$84.749,97",0,0,0,"84749,97"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 44.078,11",0,0,0,"44078,11"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$98.778,93",0,0,0,"98778,93"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$345,11",0,0,0,"345,11"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$85.680,77",0,0,0,"85680,77"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$461.054,00",0,0,0,461054
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$307.078,70",0,0,0,"307078,7"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$70.998,90",0,0,0,"70998,9"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$56.126,77",0,0,0,"56126,77"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$3.565,00",0,0,0,3565
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$20.853,41",0,0,0,"20853,41"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 598.395,66",0,0,0,"598395,66"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$113.264,30",0,0,0,"113264,3"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$168.061,70",0,0,0,"168061,7"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 590.993,67",0,0,0,"590993,67"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$5.981,22",0,0,0,"5981,22"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$108.767,00",0,0,0,108767
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$138.779,50",0,0,0,"138779,5"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$298.508,90",0,0,0,"298508,9"
N,2025-jan,RODOVIARIO,FARMA,"200228,98",0,0,0,0,0,"200228,98"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 193.499,47",0,0,0,"193499,47"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$42.402,50",0,0,0,"42402,5"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 2.601,81",0,0,0,"2601,81"
N,2025-jan,RODOVIARIO,FARMA,"1142,3",0,0,0,0,0,"1142,3"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 519.246,06",0,0,0,"519246,06"
N,2025-ago,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$ 36.182,88",0,0,"36182,88"
N,2025-jan,RODOVIARIO,FARMA,"150333,29",0,0,0,0,0,"150333,29"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$893,97",0,0,0,"893,97"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$401,31",0,0,0,"401,31"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 62.007,30",0,0,0,"62007,3"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$ 602.475,10",0,0,0,"602475,1"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$566.268,90",0,0,0,"566268,9"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$396.594,90",0,0,0,"396594,9"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$810,52",0,0,0,"810,52"
N,2025-jan,RODOVIARIO,FARMA,"168702,06",0,0,0,0,0,"168702,06"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$382.580,00",0,0,0,382580
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$62.512,14",0,0,0,"62512,14"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$84.299,96",0,0,0,"84299,96"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$536.175,70",0,0,0,"536175,7"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$62.119,58",0,0,0,"62119,58"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$309.450,40",0,0,0,"309450,4"
N,2025-jan,RODOVIARIO,INTEC,"16422,52",0,0,0,0,0,"16422,52"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$11.051,16",0,0,0,"11051,16"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$33.692,75",0,0,0,"33692,75"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$331.634,90",0,0,0,"331634,9"
N,2025-ago,ARMAZENAGEM,FARMA,0,0,"R$183.093,40",0,0,0,"183093,4"
N,2025-ago,AEREO,INTEC,"4108,52",0,0,0,0,0,"4108,52"
N,2025-ago,AEREO,INTEC,"61186,19",0,0,0,0,0,"61186,19"
N,2025-ago,AEREO,FARMA,"70324,1",0,0,0,0,0,"70324,1"
N,2025-jan,RODOVIARIO,FARMA,"503,02",0,0,0,0,0,"503,02"
N,2025-jan,RODOVIARIO,FARMA,"138756,55",0,0,0,0,0,"138756,55"
N,2025-ago,AEREO,FARMA,"364,75",0,0,0,0,0,"364,75"
N,2025-ago,AEREO,FARMA,"164722,54",0,0,0,0,0,"164722,54"
N,2025-jan,RODOVIARIO,INTEC,0,"R$ 4.575,66",0,0,0,0,"4575,66"
N,2025-ago,AEREO,INTEC,"1934,8",0,0,0,0,0,"1934,8"
N,2025-jan,RODOVIARIO,FARMA,"114738,49",0,0,0,0,0,"114738,49"
N,2025-ago,AEREO,FARMA,"62711,4",0,0,0,0,0,"62711,4"
N,2025-ago,AEREO,INTEC,"8674,88",0,0,0,0,0,"8674,88"
N,2025-ago,AEREO,INTEC,"10317,96",0,0,0,0,0,"10317,96"
N,2025-ago,AEREO,INTEC,"6857,07",0,0,0,0,0,"6857,07"
S,2025-ago,AEREO,INTEC,"663332,02",0,0,0,0,0,"663332,02"
S,2025-ago,AEREO,INTEC,"214029,45",0,0,0,0,0,"214029,45"
S,2025-ago,AEREO,INTEC,"4707,06",0,0,0,0,0,"4707,06"
S,2025-ago,AEREO,INTEC,"88808,58",0,0,0,0,0,"88808,58"
N,2025-ago,AEREO,INTEC,"24972,63",0,0,0,0,0,"24972,63"
N,2025-ago,AEREO,FARMA,"161558,12",0,0,0,0,0,"161558,12"
N,2025-ago,AEREO,FARMA,"237055,93",0,0,0,0,0,"237055,93"
N,2025-ago,AEREO,INTEC,"87945,45",0,0,0,0,0,"87945,45"
N,2025-jan,AEREO,INTEC,"718,54",0,0,0,0,0,"718,54"
N,2025-ago,AEREO,FARMA,"39381,68",0,0,0,0,0,"39381,68"
N,2025-ago,AEREO,INTEC,"19213,16",0,0,0,0,0,"19213,16"
N,2025-ago,AEREO,INTEC,"3641,53",0,0,0,0,0,"3641,53"
N,2025-ago,AEREO,INTEC,"64535,98",0,0,0,0,0,"64535,98"
N,2025-ago,AEREO,FARMA,"101294,11",0,0,0,0,0,"101294,11"
N,2025-jan,RODOVIARIO,FARMA,"133537,37",0,0,0,0,0,"133537,37"
N,2025-ago,AEREO,FARMA,"46462,3",0,0,0,0,0,"46462,3"
N,2025-ago,AEREO,FARMA,"23858,55",0,0,0,0,0,"23858,55"
N,2025-ago,AEREO,FARMA,"60682,04",0,0,0,0,0,"60682,04"
N,2025-ago,AEREO,INTEC,253,0,0,0,0,0,253
N,2025-ago,AEREO,FARMA,"36833,25",0,0,0,0,0,"36833,25"
N,2025-ago,AEREO,INTEC,"208416,26",0,0,0,0,0,"208416,26"
N,2025-ago,AEREO,FARMA,"312581,85",0,0,0,0,0,"312581,85"
N,2025-ago,AEREO,FARMA,"6327,41",0,0,0,0,0,"6327,41"
N,2025-ago,AEREO,FARMA,"3214,51",0,0,0,0,0,"3214,51"
N,2025-ago,RODOVIARIO,INTEC,"93855,9",0,0,0,0,0,"93855,9"
N,2025-ago,RODOVIARIO,INTEC,"17331,39",0,0,0,0,0,"17331,39"
N,2025-ago,RODOVIARIO,INTEC,0,"R$ 1.446,67",0,0,0,0,"1446,67"
N,2025-ago,RODOVIARIO,INTEC,"94154,75",0,0,0,0,0,"94154,75"
N,2025-ago,RODOVIARIO,INTEC,0,"R$ 2.336,82",0,0,0,0,"2336,82"
N,2025-ago,RODOVIARIO,INTEC,"71988,76",0,0,0,0,0,"71988,76"
N,2025-ago,RODOVIARIO,INTEC,"11797,89",0,0,0,0,0,"11797,89"
N,2025-ago,RODOVIARIO,INTEC,"658729,45",0,0,0,0,0,"658729,45"
N,2025-ago,RODOVIARIO,FARMA,"207965,91",0,0,0,0,0,"207965,91"
N,2025-ago,RODOVIARIO,INTEC,"6591,29",0,0,0,0,0,"6591,29"
N,2025-ago,RODOVIARIO,FARMA,"172022,14",0,0,0,0,0,"172022,14"
N,2025-ago,RODOVIARIO,INTEC,"1433,02",0,0,0,0,0,"1433,02"
N,2025-jan,RODOVIARIO,INTEC,"49596,26",0,0,0,0,0,"49596,26"
N,2025-ago,RODOVIARIO,FARMA,"199615,89",0,0,0,0,0,"199615,89"
N,2025-jan,ARMAZENAGEM,FARMA,0,0,"R$892,79",0,0,0,"892,79"
N,2025-ago,RODOVIARIO,FARMA,"289842,17",0,0,0,0,0,"289842,17"
N,2025-ago,RODOVIARIO,INTEC,"113,49",0,0,0,0,0,"113,49"
N,2025-ago,RODOVIARIO,INTEC,"2469,69",0,0,0,0,0,"2469,69"
N,2025-ago,RODOVIARIO,INTEC,"2261,32",0,0,0,0,0,"2261,32"
N,2025-ago,RODOVIARIO,INTEC,1691701,0,0,0,0,0,"1691701,04"
N,2025-ago,RODOVIARIO,INTEC,"707,01",0,0,0,0,0,"707,01"
N,2025-ago,RODOVIARIO,FARMA,"89074,36",0,0,0,0,0,"89074,36"
N,2025-ago,RODOVIARIO,FARMA,"240355,86",0,0,0,0,0,"240355,86"
N,2025-ago,RODOVIARIO,INTEC,"204923,53",0,0,0,0,0,"204923,53"
N,2025-ago,RODOVIARIO,INTEC,0,"R$1.675,79",0,0,0,0,"1675,79"
N,2025-ago,RODOVIARIO,INTEC,"3257,51",0,0,0,0,0,"3257,51"
N,2025-fev,RODOVIARIO,INTEC,0,"R$ 4.847,26",0,0,0,0,"4847,26"
N,2025-ago,RODOVIARIO,INTEC,"61328,17",0,0,0,0,0,"61328,17"
N,2025-ago,RODOVIARIO,FARMA,"1660,07",0,0,0,0,0,"1660,07"
N,2025-ago,RODOVIARIO,INTEC,"94932,52",0,0,0,0,0,"94932,52"
N,2025-ago,RODOVIARIO,FARMA,"62790,21",0,0,0,0,0,"62790,21"
N,2025-ago,RODOVIARIO,FARMA,"195767,13",0,0,0,0,0,"195767,13"
N,2025-ago,RODOVIARIO,FARMA,"371640,33",0,0,0,0,0,"371640,33"
N,2025-ago,RODOVIARIO,FARMA,0,"R$ 338,19",0,0,0,0,"338,19"
N,2025-ago,RODOVIARIO,FARMA,"106334,3",0,0,0,0,0,"106334,3"
N,2025-jan,ARMAZENAGEM,FARMA DISTRIBUIDORA,0,0,0,"R$ 12.816,60",0,0,"12816,6"
N,2025-ago,RODOVIARIO,INTEC,0,"R$ 5.354,73",0,0,0,0,"5354,73"
N,2025-ago,RODOVIARIO,INTEC,"116,7",0,0,0,0,0,"116,7"
N,2025-ago,RODOVIARIO,INTEC,"199145,9",0,0,0,0,0,"199145,9"
N,2025-ago,RODOVIARIO,INTEC,"1254,58",0,0,0,0,0,"1254,58"
N,2025-ago,RODOVIARIO,INTEC,"58880,06",0,0,0,0,0,"58880,06"
N,2025-ago,RODOVIARIO,INTEC,0,"R$100,00",0,0,0,0,100
N,2025-jan,AEREO,INTEC,"5327,96",0,0,0,0,0,"5327,96"
N,2025-ago,RODOVIARIO,INTEC,"145,09",0,0,0,0,0,"145,09"
N,2025-ago,RODOVIARIO,FARMA,"80456,26",0,0,0,0,0,"80456,26"
N,2025-ago,RODOVIARIO,INTEC,"7291,08",0,0,0,0,0,"7291,08"
